KIS_ID,Chromosome,Start_position,End_position,UMAG_ID,Description,Gene_type,Prot_ID,ProteinNames,GeneNames,ProteinLength,Gene_Ontology_biological_process,,,,,,,,,
KIS66076,USMA_521_v2_20,59648,61030,UMAG_11192,hypothetical protein,Hypothetical,12992,TAFII28 domain-containing protein,UMAG_11192,460,RNA polymerase II preinitiation complex assembly [GO:0051123],,,,,,,,,
KIS66077,USMA_521_v2_20,61832,64141,UMAG_05818,putative chimeric spermidine synthase/saccharopine reductase,Putative,12993,Putative chimeric spermidine synthase/saccharopine reductase,UMAG_05818,769,lysine biosynthetic process via aminoadipic acid [GO:0019878]; polyamine biosynthetic process [GO:0006596],,,,,,,,,
KIS66078,USMA_521_v2_20,64380,64841,UMAG_05819,hypothetical protein,Hypothetical,12994,OapA domain-containing protein,UMAG_05819,153,,,,,,,,,,
KIS66079,USMA_521_v2_20,71277,73172,UMAG_05820,hypothetical protein,Hypothetical,12995,Zn(2)-C6 fungal-type domain-containing protein,UMAG_05820,533,positive regulation of transcription by RNA polymerase II [GO:0045944],,,,,,,,,
KIS66080,USMA_521_v2_20,73994,75127,UMAG_05821,hypothetical protein,Hypothetical,12996,MICOS complex subunit MIC60,UMAG_05821,313,kinetochore assembly [GO:0051382]; mitotic sister chromatid segregation [GO:0000070],,,,,,,,,
KIS66081,USMA_521_v2_20,75598,77925,UMAG_05822,hypothetical protein,Hypothetical,12997,P-loop containing nucleoside triphosphate hydrolase protein,UMAG_05822,775,,,,,,,,,,
KIS66082,USMA_521_v2_20,78428,79135,UMAG_11193,hypothetical protein,Hypothetical,12998,DUF885 domain-containing protein,UMAG_11193,235,,,,,,,,,,
KIS66083,USMA_521_v2_20,80870,81397,UMAG_05824,hypothetical protein,Hypothetical,12999,Secreted protein,UMAG_05824,175,,,,,,,,,,
KIS66084,USMA_521_v2_20,81895,83145,UMAG_05825,putative vacuolar Ca++/H+ exchanger,Putative,13000,Vacuolar calcium ion transporter,UMAG_05825,416,calcium ion transmembrane transport [GO:0070588]; cellular calcium ion homeostasis [GO:0006874],,,,,,,,,
KIS66085,USMA_521_v2_20,84069,86594,UMAG_11293,hypothetical protein,Hypothetical,13001,Non-specific serine/threonine protein kinase (EC 2.7.11.1),UMAG_11293,841,intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468],,,,,,,,,
KIS66086,USMA_521_v2_20,87868,91333,UMAG_05827,hypothetical protein,Hypothetical,13002,TPR_REGION domain-containing protein,UMAG_05827,1088,,,,,,,,,,
KIS66087,USMA_521_v2_20,93623,95087,UMAG_05828,putative beta-tubulin,Putative,13003,Tubulin beta chain (Beta-tubulin),UMAG_05828,448,microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278],,,,,,,,,
KIS66088,USMA_521_v2_20,97289,98032,UMAG_05829,putative mago nashi protein, exon junction complex,Putative,13004,Putative mago nashi protein, exon junction complex,UMAG_05829,145,RNA splicing [GO:0008380],,,,,,,
KIS66089,USMA_521_v2_20,98343,99392,UMAG_05830,hypothetical protein,Hypothetical,13005,BCNT-C domain-containing protein,UMAG_05830,349,,,,,,,,,,
KIS66090,USMA_521_v2_20,99688,101436,UMAG_05831,putative chaperone ATPase HSP60,Putative,13006,Putative chaperone ATPase HSP60,UMAG_05831,582,'de novo' protein folding [GO:0006458]; apoptotic mitochondrial changes [GO:0008637]; chaperone-mediated protein complex assembly [GO:0051131]; mitochondrial unfolded protein response [GO:0034514]; protein folding [GO:0006457]; protein import into mitochondrial intermembrane space [GO:0045041]; protein maturation [GO:0051604]; protein refolding [GO:0042026]; protein stabilization [GO:0050821],,,,,,,,,
KIS66091,USMA_521_v2_20,102732,103272,UMAG_05832,putative heat shock protein 10 (chaperonin CPN10),Putative,13007,Putative heat shock protein 10 (Chaperonin CPN10),UMAG_05832,107,chaperone cofactor-dependent protein refolding [GO:0051085]; chaperone-mediated protein complex assembly [GO:0051131]; protein import into mitochondrial intermembrane space [GO:0045041]; protein refolding [GO:0042026],,,,,,,,,
KIS66092,USMA_521_v2_20,103553,105631,UMAG_05833,hypothetical protein,Hypothetical,13008,Related to ACT1-Actin,UMAG_05833,692,microtubule-based movement [GO:0007018],,,,,,,,,
KIS66093,USMA_521_v2_20,106085,107935,UMAG_05834,hypothetical protein,Hypothetical,13009,NEDD8-activating enzyme E1 regulatory subunit,UMAG_05834,616,protein modification by small protein conjugation [GO:0032446]; protein neddylation [GO:0045116],,,,,,,,,
KIS66094,USMA_521_v2_20,108682,112353,UMAG_05835,putative chromosome segregation protein,Putative,13010,Structural maintenance of chromosomes protein,UMAG_05835,1223,cell division [GO:0051301]; mitotic chromosome condensation [GO:0007076],,,,,,,,,
KIS66095,USMA_521_v2_20,113256,114158,UMAG_05836,hypothetical protein,Hypothetical,13011,Pirin domain-containing protein,UMAG_05836,300,,,,,,,,,,
KIS66096,USMA_521_v2_20,114445,117450,UMAG_11194,hypothetical protein,Hypothetical,13012,ULP_PROTEASE domain-containing protein,UMAG_11194,1001,proteolysis involved in protein catabolic process [GO:0051603],,,,,,,,,
KIS66097,USMA_521_v2_20,118179,123308,UMAG_11195,hypothetical protein,Hypothetical,13013,Non-specific serine/threonine protein kinase (EC 2.7.11.1),UMAG_11195,1709,intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468],,,,,,,,,
KIS66098,USMA_521_v2_20,125492,128047,UMAG_11196,putative DNA ligase I,Putative,13014,DNA ligase (EC 6.5.1.1),UMAG_11196,851,DNA biosynthetic process [GO:0071897]; DNA ligation [GO:0006266]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; lagging strand elongation [GO:0006273]; Okazaki fragment processing involved in mitotic DNA replication [GO:1903461],,,,,,,,,
KIS66099,USMA_521_v2_20,128238,132542,UMAG_05839,hypothetical protein,Hypothetical,13015,TRAPPC10 domain-containing protein,UMAG_05839,1434,early endosome to Golgi transport [GO:0034498]; intra-Golgi vesicle-mediated transport [GO:0006891],,,,,,,,,
KIS66100,USMA_521_v2_20,133376,135976,UMAG_05840,hypothetical protein,Hypothetical,13016,Major facilitator superfamily transporter,UMAG_05840,866,transmembrane transport [GO:0055085],,,,,,,,,
KIS66101,USMA_521_v2_20,137748,139262,UMAG_05841,hypothetical protein,Hypothetical,13017,Mitochondrial carrier,UMAG_05841,504,aspartate transmembrane transport [GO:0015810]; L-glutamate transmembrane transport [GO:0015813]; malate-aspartate shuttle [GO:0043490],,,,,,,,,
KIS66102,USMA_521_v2_20,140270,143722,UMAG_05842,Myp1 protein,Annotated,13018,Myp1 protein,UMAG_05842,1150,cellular response to oxidative stress [GO:0034599]; protein N-linked glycosylation [GO:0006487],,,,,,,,,
KIS66103,USMA_521_v2_20,144509,145532,UMAG_12317,hypothetical protein,Hypothetical,13019,Uncharacterized protein,UMAG_12317,272,,,,,,,,,,
KIS66104,USMA_521_v2_20,146255,147307,UMAG_05844,hypothetical protein,Hypothetical,13020,ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase),UMAG_05844,350,metabolite repair [GO:0110051]; nicotinamide nucleotide metabolic process [GO:0046496],,,,,,,,,
KIS66105,USMA_521_v2_20,148844,153091,UMAG_05845,hypothetical protein,Hypothetical,13021,WD_REPEATS_REGION domain-containing protein,UMAG_05845,1415,double-strand break repair via homologous recombination [GO:0000724]; protein deubiquitination [GO:0016579],,,,,,,,,
KIS66106,USMA_521_v2_20,153674,157057,UMAG_05846,putative DNA mismatch repair protein,Putative,13022,DNA mismatch repair protein,UMAG_05846,1127,mismatch repair [GO:0006298]; mitochondrial DNA repair [GO:0043504],,,,,,,,,
KIS66107,USMA_521_v2_20,157239,158672,UMAG_05847,putative tyrosyl-tRNA synthetase,Putative,13023,Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase),UMAG_05847,477,tyrosyl-tRNA aminoacylation [GO:0006437],,,,,,,,,
KIS66108,USMA_521_v2_20,159665,160354,UMAG_05848,hypothetical protein,Hypothetical,13024,Mac domain-containing protein,UMAG_05848,229,,,,,,,,,,
KIS66109,USMA_521_v2_20,161104,164259,UMAG_05849,hypothetical protein,Hypothetical,13025,Spastin,UMAG_05849,1051,,,,,,,,,,
KIS66110,USMA_521_v2_20,164774,166436,UMAG_05850,hypothetical protein,Hypothetical,13026,Amino_oxidase domain-containing protein,UMAG_05850,519,,,,,,,,,,
KIS66111,USMA_521_v2_20,172466,173756,UMAG_05852,hypothetical protein,Hypothetical,13027,Uncharacterized protein,UMAG_05852,358,,,,,,,,,,
KIS66112,USMA_521_v2_20,174047,176788,UMAG_05853,hypothetical protein,Hypothetical,13028,cAMP-independent regulatory protein pac2,UMAG_05853,879,,,,,,,,,,
KIS66113,USMA_521_v2_20,178128,183092,UMAG_05854,hypothetical protein,Hypothetical,13029,Chromatin modification-related protein EAF1 (ESA1-associated factor 1) (Vacuolar import and degradation protein 21),EAF1,VID21,UMAG_05854,1654,chromatin organization [GO:0006325]; DNA repair [GO:0006281]; histone acetylation [GO:0016573]; protein phosphorylation [GO:0006468],,,,,,,
KIS66114,USMA_521_v2_20,185326,185796,UMAG_11018,hypothetical protein,Hypothetical,13030,Secreted protein,UMAG_11018,156,,,,,,,,,,
KIS66115,USMA_521_v2_20,186198,187463,UMAG_05856,hypothetical protein,Hypothetical,13031,Ribosome biogenesis protein,UMAG_05856,421,,,,,,,,,,
KIS66116,USMA_521_v2_20,187981,189714,UMAG_05857,hypothetical protein,Hypothetical,13032,Endo/exonuclease/phosphatase domain-containing protein,UMAG_05857,577,,,,,,,,,,
KIS66117,USMA_521_v2_20,190292,194845,UMAG_05858,hypothetical protein,Hypothetical,13033,SAC domain-containing protein,UMAG_05858,1517,phosphatidylinositol dephosphorylation [GO:0046856],,,,,,,,,
KIS66118,USMA_521_v2_20,195047,195760,UMAG_11019,hypothetical protein,Hypothetical,13034,Matrin-type domain-containing protein,UMAG_11019,237,spliceosomal complex assembly [GO:0000245],,,,,,,,,
KIS66119,USMA_521_v2_20,196268,197068,UMAG_05860,putative 20S proteasome subunit beta 7,Putative,13035,Proteasome subunit beta,UMAG_05860,266,proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome assembly [GO:0043248]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161],,,,,,,,,
KIS66120,USMA_521_v2_20,199358,201490,UMAG_05861,hypothetical protein,Hypothetical,13036,Laccase,UMAG_05861,710,,,,,,,,,,
KIS66121,USMA_521_v2_20,201878,205162,UMAG_05862,hypothetical protein,Hypothetical,13037,JmjC domain-containing protein,UMAG_05862,1094,,,,,,,,,,
KIS66122,USMA_521_v2_20,205994,206453,UMAG_05863,hypothetical protein,Hypothetical,13038,Ubiquitin-like domain-containing protein,UMAG_05863,93,protein sumoylation [GO:0016925],,,,,,,,,
KIS66123,USMA_521_v2_20,207226,207640,UMAG_11020,hypothetical protein,Hypothetical,13039,Secreted protein,UMAG_11020,66,,,,,,,,,,
KIS66124,USMA_521_v2_20,208701,210671,UMAG_11021,putative TOM complex protein import receptor,Putative,13040,Putative TOM complex protein import receptor,UMAG_11021,656,protein import into mitochondrial matrix [GO:0030150]; protein insertion into mitochondrial inner membrane [GO:0045039],,,,,,,,,
KIS66125,USMA_521_v2_20,211494,212822,UMAG_11022,hypothetical protein,Hypothetical,13041,PALP domain-containing protein,UMAG_11022,442,D-serine biosynthetic process [GO:0070179]; L-serine metabolic process [GO:0006563]; pyruvate biosynthetic process [GO:0042866],,,,,,,,,
KIS66126,USMA_521_v2_20,212834,213534,UMAG_11023,hypothetical protein,Hypothetical,13042,FMC1 protein family,UMAG_11023,177,mitochondrial proton-transporting ATP synthase complex assembly [GO:0033615],,,,,,,,,
KIS66127,USMA_521_v2_20,214732,215796,UMAG_11024,hypothetical protein,Hypothetical,13043,LisH domain-containing protein,UMAG_11024,354,,,,,,,,,,
KIS66128,USMA_521_v2_20,215799,218309,UMAG_11025,hypothetical protein,Hypothetical,13044,AAA domain-containing protein,UMAG_11025,836,,,,,,,,,,
KIS66129,USMA_521_v2_20,219098,220161,UMAG_05869,putative carnitine/acyl carnitine carrier,Putative,13045,Putative carnitine/acyl carnitine carrier,UMAG_05869,311,carnitine transmembrane transport [GO:1902603]; fatty acid metabolic process [GO:0006631]; mitochondrial transport [GO:0006839],,,,,,,,,
KIS66130,USMA_521_v2_20,221397,222413,UMAG_05870,hypothetical protein,Hypothetical,13046,Sulfhydryl oxidase (EC 1.8.3.2),UMAG_05870,338,,,,,,,,,,
KIS66131,USMA_521_v2_20,222939,225914,UMAG_11026,hypothetical protein,Hypothetical,13047,Lysophospholipase (EC 3.1.1.5),UMAG_11026,991,fatty acid biosynthetic process [GO:0006633]; glycerophospholipid catabolic process [GO:0046475],,,,,,,,,
KIS66132,USMA_521_v2_20,226002,227279,UMAG_05872,hypothetical protein,Hypothetical,13048,Similar to,UMAG_05872,425,,,,,,,,,,
KIS66133,USMA_521_v2_20,227954,231616,UMAG_05873,hypothetical protein,Hypothetical,13049,Related to TIF2-translation initiation factor eIF4A,UMAG_05873,1220,spliceosomal snRNP assembly [GO:0000387],,,,,,,,,
KIS66134,USMA_521_v2_20,232720,233400,UMAG_11027,putative synaptobrevin (V-SNARE),Putative,13050,Protein transport protein SEC22,UMAG_11027,226,endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]; vesicle fusion with Golgi apparatus [GO:0048280],,,,,,,,
KIS66135,USMA_521_v2_20,234167,235336,UMAG_11028,hypothetical protein,Hypothetical,13051,Related to WHI2-growth regulation protein,UMAG_11028,389,,,,,,,,,,
KIS66136,USMA_521_v2_20,235724,236566,UMAG_11029,hypothetical protein,Hypothetical,13052,Ribosomal_S10 domain-containing protein,UMAG_11029,280,translation [GO:0006412],,,,,,,,,
KIS66137,USMA_521_v2_20,237975,243422,UMAG_05876,hypothetical protein,Hypothetical,13053,Rab-GAP TBC domain-containing protein,UMAG_05876,1815,,,,,,,,,,
KIS66138,USMA_521_v2_20,244236,244448,UMAG_11030,hypothetical protein,Hypothetical,13054,Secreted protein,UMAG_11030,70,,,,,,,,,,
KIS66139,USMA_521_v2_20,250097,251542,UMAG_05878,hypothetical protein,Hypothetical,13055,CRIB domain-containing protein,UMAG_05878,481,,,,,,,,,,
KIS66140,USMA_521_v2_20,251807,256024,UMAG_05879,hypothetical protein,Hypothetical,13056,DUF1708 domain-containing protein,UMAG_05879,1405,signal transduction [GO:0007165],,,,,,,,,
KIS66141,USMA_521_v2_20,257532,258473,UMAG_05880,putative methylsterol monooxygenase,Putative,13057,Putative methylsterol monooxygenase,UMAG_05880,313,ergosterol biosynthetic process [GO:0006696]; sterol biosynthetic process [GO:0016126],,,,,,,,,
KIS66142,USMA_521_v2_20,260202,260936,UMAG_11031,hypothetical protein,Hypothetical,13058,NA,NA,NA,NA,,,,,,,,,
KIS66143,USMA_521_v2_20,263365,264090,UMAG_11032,hypothetical protein,Hypothetical,13059,DUF3074 domain-containing protein,UMAG_11031,UMAG_11032,151,,,,,,,,,
KIS66144,USMA_521_v2_20,265608,266372,UMAG_05883,hypothetical protein,Hypothetical,13060,3'-5' exonuclease domain-containing protein,UMAG_05883,254,,,,,,,,,,
KIS66145,USMA_521_v2_20,267317,268559,UMAG_11033,hypothetical protein,Hypothetical,13061,Methyltransf_25 domain-containing protein,UMAG_11033,272,7-methylguanosine mRNA capping [GO:0006370],,,,,,,,,
KIS66146,USMA_521_v2_20,268943,270685,UMAG_11034,hypothetical protein,Hypothetical,13062,mRNA_cap_enzyme domain-containing protein,UMAG_11034,358,7-methylguanosine mRNA capping [GO:0006370],,,,,,,,,
KIS66147,USMA_521_v2_20,272887,273801,UMAG_12318,hypothetical protein,Hypothetical,13063,Zf-C2H2_12 domain-containing protein,UMAG_12318,231,,,,,,,,,,
KIS66148,USMA_521_v2_20,274133,277771,UMAG_11035,hypothetical protein,Hypothetical,13064,Pre-mRNA-splicing factor PRP46 (Pre-mRNA-processing protein 46),UMAG_11035,1212,mRNA splicing, via spliceosome [GO:0000398],,,,,,,,
KIS66149,USMA_521_v2_20,278335,279855,UMAG_11036,hypothetical protein,Hypothetical,13065,Pre-mRNA-splicing factor PRP46 (Pre-mRNA-processing protein 46),UMAG_11036,506,mRNA splicing, via spliceosome [GO:0000398],,,,,,,,
KIS66150,USMA_521_v2_20,280498,281445,UMAG_05888,hypothetical protein,Hypothetical,13066,Transcription elongation factor,UMAG_05888,315,DNA-templated transcription [GO:0006351]; maintenance of transcriptional fidelity during transcription elongation by RNA polymerase II [GO:0001193]; positive regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0045899]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; regulation of mRNA 3'-end processing [GO:0031440]; transcription antitermination [GO:0031564]; transcription elongation by RNA polymerase I [GO:0006362]; transcription elongation by RNA polymerase II promoter [GO:0006368]; tRNA transcription by RNA polymerase III [GO:0042797],,,,,,,,,
KIS66151,USMA_521_v2_20,281929,283490,UMAG_05889,high affinity ammonium transporter,Annotated,13067,Ammonium transporter,UMAG_05889,487,ammonium transmembrane transport [GO:0072488],,,,,,,,,
KIS66152,USMA_521_v2_20,286170,286913,UMAG_05890,hypothetical protein,Hypothetical,13068,MRP-S28 domain-containing protein,UMAG_05890,247,mitochondrial translation [GO:0032543],,,,,,,,,
KIS66153,USMA_521_v2_20,287336,288349,UMAG_05891,hypothetical protein,Hypothetical,13069,tRNA_lig_kinase domain-containing protein,UMAG_05891,337,,,,,,,,,,
KIS66154,USMA_521_v2_20,288463,289767,UMAG_05892,hypothetical protein,Hypothetical,13070,NAD-dependent protein deacetylase (EC 2.3.1.286),UMAG_05892,434,,,,,,,,,,
KIS66155,USMA_521_v2_20,290734,291769,UMAG_05893,hypothetical protein,Hypothetical,13071,NADPH-dependent 1-acyldihydroxyacetone phosphate reductase,UMAG_05893,308,phosphatidic acid biosynthetic process [GO:0006654]; triglyceride catabolic process [GO:0019433],,,,,,,,,
KIS66156,USMA_521_v2_20,292008,293969,UMAG_05894,hypothetical protein,Hypothetical,13072,Lactamase_B domain-containing protein,UMAG_05894,653,N-acylethanolamine metabolic process [GO:0070291]; N-acylphosphatidylethanolamine metabolic process [GO:0070292],,,,,,,,,
KIS66157,USMA_521_v2_20,294658,296412,UMAG_05895,hypothetical protein,Hypothetical,13073,A to I editase domain-containing protein,UMAG_05895,584,adenosine to inosine editing [GO:0006382]; RNA processing [GO:0006396],,,,,,,,,
KIS66158,USMA_521_v2_20,297159,298988,UMAG_05896,hypothetical protein,Hypothetical,13074,F-box domain-containing protein,UMAG_05896,609,,,,,,,,,,
KIS66159,USMA_521_v2_20,299387,301252,UMAG_05897,putative gly-X carboxypeptidase YSCS precursor,Putative,13075,Putative gly-X carboxypeptidase YSCS,UMAG_05897,621,nitrogen compound metabolic process [GO:0006807]; proteolysis involved in protein catabolic process [GO:0051603],,,,,,,,,
KIS66160,USMA_521_v2_20,301332,302633,UMAG_05898,hypothetical protein,Hypothetical,13076,Derlin,UMAG_05898,433,endoplasmic reticulum unfolded protein response [GO:0030968]; ubiquitin-dependent ERAD pathway [GO:0030433],,,,,,,,,
